STATEFP,COUNTYFP,TRACTCE,GEOID,NAME,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,gl_banks_geolocated210610.xlsx - SD_county_tracts_white_GEO_ID,gl_banks_geolocated210610.xlsx - SD_county_tracts_white_NAME,gl_banks_geolocated210610.xlsx - SD_county_tracts_white_P1_001N,gl_banks_geolocated210610.xlsx - SD_county_tracts_white_P1_003N,gl_banks_geolocated210610.xlsx - SD_county_tracts_white_P1_003N/P1_001N,NUMPOINTS
"06","073","020811","06073020811","208.11",Census Tract 208.11,G5020,S,"47998881","0","+33.0026703","-116.7739397",1400000US06073020811,"Census Tract 208.11, San Diego County, California","5923","4668","0.79",0
"06","073","010015","06073010015","100.15",Census Tract 100.15,G5020,S,"40475325","0","+32.5601548","-116.9530008",1400000US06073010015,"Census Tract 100.15, San Diego County, California","4582","756","0.16",5
"06","073","020810","06073020810","208.10",Census Tract 208.10,G5020,S,"39012365","0","+33.0348018","-116.7876255",1400000US06073020810,"Census Tract 208.10, San Diego County, California","5349","4165","0.78",0
"06","073","021900","06073021900","219",Census Tract 219,G5020,S,"5953517","3548500","+32.6650174","-117.1159847",1400000US06073021900,"Census Tract 219, San Diego County, California","2625","779","0.3",4
"06","073","020026","06073020026","200.26",Census Tract 200.26,G5020,S,"3803528","21736","+33.1292602","-117.1882353",1400000US06073020026,"Census Tract 200.26, San Diego County, California","4345","3079","0.71",3
"06","073","020028","06073020028","200.28",Census Tract 200.28,G5020,S,"456993","0","+33.1418052","-117.1700975",1400000US06073020028,"Census Tract 200.28, San Diego County, California","3690","694","0.19",0
"06","073","013421","06073013421","134.21",Census Tract 134.21,G5020,S,"2476407","0","+32.6453675","-117.0210109",1400000US06073013421,"Census Tract 134.21, San Diego County, California","4720","1269","0.27",1
"06","073","000400","06073000400","4",Census Tract 4,G5020,S,"1177454","0","+32.7533382","-117.1630702",1400000US06073000400,"Census Tract 4, San Diego County, California","3794","2409","0.63",3
"06","073","021206","06073021206","212.06",Census Tract 212.06,G5020,S,"42260777","588481","+32.8633022","-116.7519653",1400000US06073021206,"Census Tract 212.06, San Diego County, California","3039","2376","0.78",0
"06","073","017051","06073017051","170.51",Census Tract 170.51,G5020,S,"2484502","0","+33.0037084","-117.0665065",1400000US06073017051,"Census Tract 170.51, San Diego County, California","4669","2774","0.59",0
"06","073","017109","06073017109","171.09",Census Tract 171.09,G5020,S,"4415562","0","+33.0779360","-117.2333360",1400000US06073017109,"Census Tract 171.09, San Diego County, California","6845","5215","0.76",3
"06","073","019809","06073019809","198.09",Census Tract 198.09,G5020,S,"2914452","0","+33.1754290","-117.2666505",1400000US06073019809,"Census Tract 198.09, San Diego County, California","4096","3108","0.76",0
"06","073","020029","06073020029","200.29",Census Tract 200.29,G5020,S,"5459075","0","+33.1392223","-117.1894649",1400000US06073020029,"Census Tract 200.29, San Diego County, California","6854","2541","0.37",7
"06","073","020309","06073020309","203.09",Census Tract 203.09,G5020,S,"2835189","0","+33.1355577","-117.1089820",1400000US06073020309,"Census Tract 203.09, San Diego County, California","4093","1578","0.39",0
"06","073","021205","06073021205","212.05",Census Tract 212.05,G5020,S,"9931513","1475","+32.8257265","-116.7811392",1400000US06073021205,"Census Tract 212.05, San Diego County, California","7029","4980","0.71",3
"06","073","000500","06073000500","5",Census Tract 5,G5020,S,"1108651","0","+32.7605138","-117.1519499",1400000US06073000500,"Census Tract 5, San Diego County, California","3012","2070","0.69",0
"06","073","000600","06073000600","6",Census Tract 6,G5020,S,"932839","0","+32.7529575","-117.1518411",1400000US06073000600,"Census Tract 6, San Diego County, California","3182","2137","0.67",1
"06","073","003103","06073003103","31.03",Census Tract 31.03,G5020,S,"2039646","0","+32.7070141","-117.0441008",1400000US06073003103,"Census Tract 31.03, San Diego County, California","6242","978","0.16",0
"06","073","003105","06073003105","31.05",Census Tract 31.05,G5020,S,"1210504","0","+32.7106980","-117.0295699",1400000US06073003105,"Census Tract 31.05, San Diego County, California","4261","762","0.18",0
"06","073","002902","06073002902","29.02",Census Tract 29.02,G5020,S,"1570523","0","+32.7604865","-117.0590339",1400000US06073002902,"Census Tract 29.02, San Diego County, California","6540","3464","0.53",2
"06","073","002903","06073002903","29.03",Census Tract 29.03,G5020,S,"1407467","0","+32.7498572","-117.0553352",1400000US06073002903,"Census Tract 29.03, San Diego County, California","3826","1608","0.42",0
"06","073","019903","06073019903","199.03",Census Tract 199.03,G5020,S,"7976950","0","+33.1781569","-117.1972425",1400000US06073019903,"Census Tract 199.03, San Diego County, California","4718","2696","0.57",0
"06","073","017022","06073017022","170.22",Census Tract 170.22,G5020,S,"4465535","11354","+32.9046416","-117.1049363",1400000US06073017022,"Census Tract 170.22, San Diego County, California","5665","3544","0.63",2
"06","073","009901","06073009901","99.01",Census Tract 99.01,G5020,S,"5639924","1665633","+32.6853619","-117.2455744",1400000US06073009901,"Census Tract 99.01, San Diego County, California","678","482","0.71",0
"06","073","017045","06073017045","170.45",Census Tract 170.45,G5020,S,"1950190","0","+32.9301307","-117.0679405",1400000US06073017045,"Census Tract 170.45, San Diego County, California","2703","1339","0.5",0
"06","073","013503","06073013503","135.03",Census Tract 135.03,G5020,S,"2761169","0","+32.7392499","-116.9812065",1400000US06073013503,"Census Tract 135.03, San Diego County, California","6168","2710","0.44",0
"06","073","020017","06073020017","200.17",Census Tract 200.17,G5020,S,"4884095","0","+33.1484967","-117.2227552",1400000US06073020017,"Census Tract 200.17, San Diego County, California","3187","1452","0.46",1
"06","073","015403","06073015403","154.03",Census Tract 154.03,G5020,S,"3070763","0","+32.7707042","-116.9501574",1400000US06073015403,"Census Tract 154.03, San Diego County, California","2545","2068","0.81",2
"06","073","010103","06073010103","101.03",Census Tract 101.03,G5020,S,"3340456","3447455","+32.5996071","-117.0958443",1400000US06073010103,"Census Tract 101.03, San Diego County, California","6248","1713","0.27",3
"06","073","009505","06073009505","95.05",Census Tract 95.05,G5020,S,"17512201","24725","+32.8437051","-117.0656323",1400000US06073009505,"Census Tract 95.05, San Diego County, California","6559","4091","0.62",0
"06","073","018601","06073018601","186.01",Census Tract 186.01,G5020,S,"4352142","44765","+33.2266523","-117.3615455",1400000US06073018601,"Census Tract 186.01, San Diego County, California","4622","2681","0.58",0
"06","073","008303","06073008303","83.03",Census Tract 83.03,G5020,S,"4406128","0","+32.8407730","-117.2571775",1400000US06073008303,"Census Tract 83.03, San Diego County, California","3531","2682","0.76",1
"06","073","006200","06073006200","62",Census Tract 62,G5020,S,"3629217","0","+32.7318242","-117.1920308",1400000US06073006200,"Census Tract 62, San Diego County, California","109","95","0.87",0
"06","073","012200","06073012200","122",Census Tract 122,G5020,S,"1724142","47893","+32.6639283","-117.0738537",1400000US06073012200,"Census Tract 122, San Diego County, California","3513","762","0.22",0
"06","073","018504","06073018504","185.04",Census Tract 185.04,G5020,S,"6268865","87392","+33.1869869","-117.3390876",1400000US06073018504,"Census Tract 185.04, San Diego County, California","6797","4651","0.68",2
"06","073","020801","06073020801","208.01",Census Tract 208.01,G5020,S,"133873989","1528900","+33.0051954","-116.9384176",1400000US06073020801,"Census Tract 208.01, San Diego County, California","5295","4053","0.77",0
"06","073","018608","06073018608","186.08",Census Tract 186.08,G5020,S,"3936495","147401","+33.2541915","-117.3215948",1400000US06073018608,"Census Tract 186.08, San Diego County, California","3103","1578","0.51",0
"06","073","005900","06073005900","59",Census Tract 59,G5020,S,"419239","0","+32.7293439","-117.1642626",1400000US06073005900,"Census Tract 59, San Diego County, California","2959","2096","0.71",0
"06","073","020500","06073020500","205",Census Tract 205,G5020,S,"2082707","0","+33.1115032","-117.0899733",1400000US06073020500,"Census Tract 205, San Diego County, California","4952","1598","0.32",2
"06","073","019001","06073019001","190.01",Census Tract 190.01,G5020,S,"164873149","138703","+33.4431620","-117.3143111",1400000US06073019001,"Census Tract 190.01, San Diego County, California","6395","4526","0.71",0
"06","073","003208","06073003208","32.08",Census Tract 32.08,G5020,S,"1360630","0","+32.6786839","-117.0452404",1400000US06073003208,"Census Tract 32.08, San Diego County, California","6944","970","0.14",0
"06","073","013414","06073013414","134.14",Census Tract 134.14,G5020,S,"2868956","0","+32.6311503","-117.0127578",1400000US06073013414,"Census Tract 134.14, San Diego County, California","7375","2073","0.28",0
"06","073","013415","06073013415","134.15",Census Tract 134.15,G5020,S,"1160609","0","+32.6383744","-116.9983443",1400000US06073013415,"Census Tract 134.15, San Diego County, California","1640","521","0.32",0
"06","073","013416","06073013416","134.16",Census Tract 134.16,G5020,S,"2205635","0","+32.6481408","-116.9934935",1400000US06073013416,"Census Tract 134.16, San Diego County, California","3930","1637","0.42",0
"06","073","013417","06073013417","134.17",Census Tract 134.17,G5020,S,"2013807","0","+32.6590400","-116.9844864",1400000US06073013417,"Census Tract 134.17, San Diego County, California","1971","706","0.36",0
"06","073","013418","06073013418","134.18",Census Tract 134.18,G5020,S,"1738413","73830","+32.6499238","-116.9778110",1400000US06073013418,"Census Tract 134.18, San Diego County, California","6095","1846","0.3",1
"06","073","018517","06073018517","185.17",Census Tract 185.17,G5020,S,"1941354","0","+33.1879914","-117.3027414",1400000US06073018517,"Census Tract 185.17, San Diego County, California","3996","2401","0.6",0
"06","073","018518","06073018518","185.18",Census Tract 185.18,G5020,S,"990329","0","+33.1897674","-117.2916515",1400000US06073018518,"Census Tract 185.18, San Diego County, California","3132","989","0.32",0
"06","073","018519","06073018519","185.19",Census Tract 185.19,G5020,S,"1553699","0","+33.1943995","-117.2838078",1400000US06073018519,"Census Tract 185.19, San Diego County, California","5575","1738","0.31",0
"06","073","020706","06073020706","207.06",Census Tract 207.06,G5020,S,"16685802","0","+33.0998057","-117.0388233",1400000US06073020706,"Census Tract 207.06, San Diego County, California","6656","4676","0.7",0
"06","073","000700","06073000700","7",Census Tract 7,G5020,S,"780041","0","+32.7447605","-117.1513507",1400000US06073000700,"Census Tract 7, San Diego County, California","4072","2832","0.7",0
"06","073","000800","06073000800","8",Census Tract 8,G5020,S,"633882","0","+32.7447840","-117.1420270",1400000US06073000800,"Census Tract 8, San Diego County, California","4890","2897","0.59",0
"06","073","013802","06073013802","138.02",Census Tract 138.02,G5020,S,"707857","0","+32.7345888","-117.0104110",1400000US06073013802,"Census Tract 138.02, San Diego County, California","3311","980","0.3",0
"06","073","018609","06073018609","186.09",Census Tract 186.09,G5020,S,"1315947","0","+33.2501756","-117.3150563",1400000US06073018609,"Census Tract 186.09, San Diego County, California","6286","2130","0.34",0
"06","073","013505","06073013505","135.05",Census Tract 135.05,G5020,S,"2724974","0","+32.7373225","-116.9642350",1400000US06073013505,"Census Tract 135.05, San Diego County, California","5060","2553","0.5",0
"06","073","013506","06073013506","135.06",Census Tract 135.06,G5020,S,"6724687","88959","+32.7286748","-116.9525333",1400000US06073013506,"Census Tract 135.06, San Diego County, California","4422","1766","0.4",0
"06","073","013604","06073013604","136.04",Census Tract 136.04,G5020,S,"3597361","0","+32.7537863","-116.9177769",1400000US06073013604,"Census Tract 136.04, San Diego County, California","6256","4670","0.75",0
"06","073","001000","06073001000","10",Census Tract 10,G5020,S,"849114","0","+32.7602503","-117.1417054",1400000US06073001000,"Census Tract 10, San Diego County, California","4690","2865","0.61",0
"06","073","001100","06073001100","11",Census Tract 11,G5020,S,"935954","0","+32.7652836","-117.1335163",1400000US06073001100,"Census Tract 11, San Diego County, California","3000","1839","0.61",0
"06","073","001400","06073001400","14",Census Tract 14,G5020,S,"746326","0","+32.7447400","-117.1330809",1400000US06073001400,"Census Tract 14, San Diego County, California","3205","2203","0.69",1
"06","073","001500","06073001500","15",Census Tract 15,G5020,S,"793272","0","+32.7437315","-117.1233878",1400000US06073001500,"Census Tract 15, San Diego County, California","3827","2402","0.63",2
"06","073","019406","06073019406","194.06",Census Tract 194.06,G5020,S,"1991308","0","+33.1994127","-117.2642201",1400000US06073019406,"Census Tract 194.06, San Diego County, California","4959","2337","0.47",0
"06","073","013905","06073013905","139.05",Census Tract 139.05,G5020,S,"2204759","0","+32.7222294","-116.9900857",1400000US06073013905,"Census Tract 139.05, San Diego County, California","4084","1563","0.38",0
"06","073","013907","06073013907","139.07",Census Tract 139.07,G5020,S,"1339987","0","+32.7202480","-117.0027481",1400000US06073013907,"Census Tract 139.07, San Diego County, California","4159","927","0.22",0
"06","073","013908","06073013908","139.08",Census Tract 139.08,G5020,S,"1128932","0","+32.7112095","-117.0050566",1400000US06073013908,"Census Tract 139.08, San Diego County, California","3972","903","0.23",1
"06","073","013909","06073013909","139.09",Census Tract 139.09,G5020,S,"1080047","0","+32.7116033","-116.9898498",1400000US06073013909,"Census Tract 139.09, San Diego County, California","4521","1252","0.28",0
"06","073","014001","06073014001","140.01",Census Tract 140.01,G5020,S,"1861268","0","+32.7369473","-117.0236856",1400000US06073014001,"Census Tract 140.01, San Diego County, California","4941","1882","0.38",0
"06","073","019206","06073019206","192.06",Census Tract 192.06,G5020,S,"1445422","0","+33.2158230","-117.2372592",1400000US06073019206,"Census Tract 192.06, San Diego County, California","5586","1487","0.27",2
"06","073","019404","06073019404","194.04",Census Tract 194.04,G5020,S,"1117477","0","+33.2167900","-117.2510380",1400000US06073019404,"Census Tract 194.04, San Diego County, California","3697","920","0.25",0
"06","073","019405","06073019405","194.05",Census Tract 194.05,G5020,S,"1111877","0","+33.1965648","-117.2759939",1400000US06073019405,"Census Tract 194.05, San Diego County, California","3813","1426","0.37",0
"06","073","014002","06073014002","140.02",Census Tract 140.02,G5020,S,"2117230","0","+32.7249378","-117.0195316",1400000US06073014002,"Census Tract 140.02, San Diego County, California","4291","1512","0.35",0
"06","073","014101","06073014101","141.01",Census Tract 141.01,G5020,S,"1343298","0","+32.7243100","-117.0326628",1400000US06073014101,"Census Tract 141.01, San Diego County, California","3867","1497","0.39",0
"06","073","014102","06073014102","141.02",Census Tract 141.02,G5020,S,"1197738","0","+32.7163432","-117.0381875",1400000US06073014102,"Census Tract 141.02, San Diego County, California","3827","735","0.19",0
"06","073","014200","06073014200","142",Census Tract 142,G5020,S,"2273163","0","+32.7272512","-117.0432243",1400000US06073014200,"Census Tract 142, San Diego County, California","7130","2595","0.36",0
"06","073","014601","06073014601","146.01",Census Tract 146.01,G5020,S,"1454502","0","+32.7606911","-117.0300533",1400000US06073014601,"Census Tract 146.01, San Diego County, California","4779","2397","0.5",1
"06","073","015704","06073015704","157.04",Census Tract 157.04,G5020,S,"942669","0","+32.7909112","-116.9381289",1400000US06073015704,"Census Tract 157.04, San Diego County, California","4559","2614","0.57",0
"06","073","019501","06073019501","195.01",Census Tract 195.01,G5020,S,"778522","0","+33.2084723","-117.2495960",1400000US06073019501,"Census Tract 195.01, San Diego County, California","3831","711","0.19",0
"06","073","001600","06073001600","16",Census Tract 16,G5020,S,"688177","0","+32.7521608","-117.1213220",1400000US06073001600,"Census Tract 16, San Diego County, California","5244","1927","0.37",1
"06","073","001700","06073001700","17",Census Tract 17,G5020,S,"634347","0","+32.7582434","-117.1207284",1400000US06073001700,"Census Tract 17, San Diego County, California","4521","2276","0.5",1
"06","073","019502","06073019502","195.02",Census Tract 195.02,G5020,S,"770724","0","+33.2077639","-117.2406750",1400000US06073019502,"Census Tract 195.02, San Diego County, California","5492","1243","0.23",0
"06","073","019804","06073019804","198.04",Census Tract 198.04,G5020,S,"2547914","0","+33.1637450","-117.3117343",1400000US06073019804,"Census Tract 198.04, San Diego County, California","4567","3521","0.77",0
"06","073","019805","06073019805","198.05",Census Tract 198.05,G5020,S,"1453495","0","+33.1802920","-117.2865422",1400000US06073019805,"Census Tract 198.05, San Diego County, California","4138","2189","0.53",0
"06","073","021302","06073021302","213.02",Census Tract 213.02,G5020,S,"377663943","4543821","+32.6637755","-116.7818510",1400000US06073021302,"Census Tract 213.02, San Diego County, California","7237","3908","0.54",0
"06","073","009504","06073009504","95.04",Census Tract 95.04,G5020,S,"59066872","6803","+32.9019274","-117.0284232",1400000US06073009504,"Census Tract 95.04, San Diego County, California","7198","4395","0.61",0
"06","073","019205","06073019205","192.05",Census Tract 192.05,G5020,S,"1945689","0","+33.2241243","-117.2353782",1400000US06073019205,"Census Tract 192.05, San Diego County, California","6472","2368","0.37",0
"06","073","017041","06073017041","170.41",Census Tract 170.41,G5020,S,"3108340","0","+32.9657965","-117.0440195",1400000US06073017041,"Census Tract 170.41, San Diego County, California","6111","3632","0.59",1
"06","073","014804","06073014804","148.04",Census Tract 148.04,G5020,S,"1273686","0","+32.7864346","-117.0310998",1400000US06073014804,"Census Tract 148.04, San Diego County, California","4588","3041","0.66",1
"06","073","010800","06073010800","108",Census Tract 108,G5020,S,"661224","0","+32.6906311","-117.1826430",1400000US06073010800,"Census Tract 108, San Diego County, California","2339","1913","0.82",1
"06","073","008902","06073008902","89.02",Census Tract 89.02,G5020,S,"2858771","216448","+32.7638332","-117.1785432",1400000US06073008902,"Census Tract 89.02, San Diego County, California","2601","1597","0.61",1
"06","073","007100","06073007100","71",Census Tract 71,G5020,S,"2862876","0","+32.7172070","-117.2390181",1400000US06073007100,"Census Tract 71, San Diego County, California","4646","3917","0.84",1
"06","073","006802","06073006802","68.02",Census Tract 68.02,G5020,S,"1026399","0","+32.7501624","-117.2185931",1400000US06073006802,"Census Tract 68.02, San Diego County, California","5704","3376","0.59",3
"06","073","020023","06073020023","200.23",Census Tract 200.23,G5020,S,"3396077","0","+33.1460483","-117.1468092",1400000US06073020023,"Census Tract 200.23, San Diego County, California","4734","2357","0.5",1
"06","073","015802","06073015802","158.02",Census Tract 158.02,G5020,S,"942697","0","+32.7912947","-116.9599184",1400000US06073015802,"Census Tract 158.02, San Diego County, California","5027","2920","0.58",2
"06","073","017810","06073017810","178.10",Census Tract 178.10,G5020,S,"3429890","410586","+33.1484786","-117.3205379",1400000US06073017810,"Census Tract 178.10, San Diego County, California","5067","4057","0.8",0
"06","073","020903","06073020903","209.03",Census Tract 209.03,G5020,S,"1279031973","15089611","+33.2564808","-116.6970824",1400000US06073020903,"Census Tract 209.03, San Diego County, California","3030","2011","0.66",0
"06","073","014300","06073014300","143",Census Tract 143,G5020,S,"1154689","0","+32.7375847","-117.0418317",1400000US06073014300,"Census Tract 143, San Diego County, California","3957","1378","0.35",0
"06","073","014500","06073014500","145",Census Tract 145,G5020,S,"1172822","0","+32.7495164","-117.0438659",1400000US06073014500,"Census Tract 145, San Diego County, California","4076","1766","0.43",0
"06","073","018803","06073018803","188.03",Census Tract 188.03,G5020,S,"47562480","1207760","+33.2857623","-117.1904461",1400000US06073018803,"Census Tract 188.03, San Diego County, California","5056","3498","0.69",0
"06","073","013701","06073013701","137.01",Census Tract 137.01,G5020,S,"2280988","0","+32.7561468","-116.9918436",1400000US06073013701,"Census Tract 137.01, San Diego County, California","2588","1764","0.68",0
"06","073","020904","06073020904","209.04",Census Tract 209.04,G5020,S,"149677167","41696","+33.0526794","-116.6289158",1400000US06073020904,"Census Tract 209.04, San Diego County, California","3266","2484","0.76",1
"06","073","016806","06073016806","168.06",Census Tract 168.06,G5020,S,"1526319","0","+32.8283100","-116.9286500",1400000US06073016806,"Census Tract 168.06, San Diego County, California","4462","2743","0.61",0
"06","073","019602","06073019602","196.02",Census Tract 196.02,G5020,S,"4417738","0","+33.1952930","-117.2174758",1400000US06073019602,"Census Tract 196.02, San Diego County, California","5438","2846","0.52",2
"06","073","019203","06073019203","192.03",Census Tract 192.03,G5020,S,"3806917","0","+33.2377271","-117.2360535",1400000US06073019203,"Census Tract 192.03, San Diego County, California","2952","1746","0.59",0
"06","073","021204","06073021204","212.04",Census Tract 212.04,G5020,S,"46145532","859798","+32.8079329","-116.7640796",1400000US06073021204,"Census Tract 212.04, San Diego County, California","5491","4492","0.82",1
"06","073","003207","06073003207","32.07",Census Tract 32.07,G5020,S,"5212827","381866","+32.6716968","-117.0309545",1400000US06073003207,"Census Tract 32.07, San Diego County, California","6024","2192","0.36",0
"06","073","019107","06073019107","191.07",Census Tract 191.07,G5020,S,"102040323","0","+33.2114573","-116.9120513",1400000US06073019107,"Census Tract 191.07, San Diego County, California","2470","1402","0.57",0
"06","073","008347","06073008347","83.47",Census Tract 83.47,G5020,S,"2266987","0","+32.9234425","-117.1578601",1400000US06073008347,"Census Tract 83.47, San Diego County, California","6598","1962","0.3",0
"06","073","005000","06073005000","50",Census Tract 50,G5020,S,"1444167","980544","+32.6925295","-117.1440193",1400000US06073005000,"Census Tract 50, San Diego County, California","2312","496","0.21",0
"06","073","014803","06073014803","148.03",Census Tract 148.03,G5020,S,"1864206","0","+32.7788896","-117.0229298",1400000US06073014803,"Census Tract 148.03, San Diego County, California","5048","3174","0.63",2
"06","073","003003","06073003003","30.03",Census Tract 30.03,G5020,S,"3273236","0","+32.7250633","-117.0575504",1400000US06073003003,"Census Tract 30.03, San Diego County, California","5233","1578","0.3",0
"06","073","013702","06073013702","137.02",Census Tract 137.02,G5020,S,"2456814","0","+32.7405920","-116.9969526",1400000US06073013702,"Census Tract 137.02, San Diego County, California","5530","1845","0.33",0
"06","073","017106","06073017106","171.06",Census Tract 171.06,G5020,S,"29902168","408077","+33.0198629","-117.2118801",1400000US06073017106,"Census Tract 171.06, San Diego County, California","5100","4220","0.83",7
"06","073","016902","06073016902","169.02",Census Tract 169.02,G5020,S,"121406653","3229088","+32.9312875","-116.8539095",1400000US06073016902,"Census Tract 169.02, San Diego County, California","2562","1428","0.56",0
"06","073","017010","06073017010","170.10",Census Tract 170.10,G5020,S,"15261567","0","+32.9600141","-116.9909736",1400000US06073017010,"Census Tract 170.10, San Diego County, California","3110","1950","0.63",0
"06","073","016811","06073016811","168.11",Census Tract 168.11,G5020,S,"3288219","0","+32.8465129","-116.8973197",1400000US06073016811,"Census Tract 168.11, San Diego County, California","4677","3395","0.73",0
"06","073","020708","06073020708","207.08",Census Tract 207.08,G5020,S,"4526558","9099","+33.0903964","-117.0674367",1400000US06073020708,"Census Tract 207.08, San Diego County, California","3728","2269","0.61",0
"06","073","008313","06073008313","83.13",Census Tract 83.13,G5020,S,"2375852","0","+32.8551862","-117.2409435",1400000US06073008313,"Census Tract 83.13, San Diego County, California","2245","1564","0.7",0
"06","073","018700","06073018700","187",Census Tract 187,G5020,S,"548433004","10713937","+33.3802371","-117.3901006",1400000US06073018700,"Census Tract 187, San Diego County, California","37892","27486","0.73",0
"06","073","019701","06073019701","197.01",Census Tract 197.01,G5020,S,"3021731","0","+33.1868670","-117.2637885",1400000US06073019701,"Census Tract 197.01, San Diego County, California","7022","3739","0.53",2
"06","073","020405","06073020405","204.05",Census Tract 204.05,G5020,S,"5128186","0","+33.0829737","-117.0871247",1400000US06073020405,"Census Tract 204.05, San Diego County, California","3685","2745","0.74",0
"06","073","013906","06073013906","139.06",Census Tract 139.06,G5020,S,"1783933","0","+32.7268740","-117.0071411",1400000US06073013906,"Census Tract 139.06, San Diego County, California","4965","1673","0.34",0
"06","073","006801","06073006801","68.01",Census Tract 68.01,G5020,S,"672628","0","+32.7547547","-117.2292638",1400000US06073006801,"Census Tract 68.01, San Diego County, California","2739","1696","0.62",1
"06","073","009802","06073009802","98.02",Census Tract 98.02,G5020,S,"1986716","0","+32.7968315","-117.0141373",1400000US06073009802,"Census Tract 98.02, San Diego County, California","6586","3880","0.59",1
"06","073","018801","06073018801","188.01",Census Tract 188.01,G5020,S,"12562232","36520","+33.3417917","-117.2349640",1400000US06073018801,"Census Tract 188.01, San Diego County, California","3808","2675","0.7",0
"06","073","002301","06073002301","23.01",Census Tract 23.01,G5020,S,"423325","0","+32.7573492","-117.0947635",1400000US06073002301,"Census Tract 23.01, San Diego County, California","2976","689","0.23",0
"06","073","002709","06073002709","27.09",Census Tract 27.09,G5020,S,"620822","0","+32.7439931","-117.0896386",1400000US06073002709,"Census Tract 27.09, San Diego County, California","3487","669","0.19",0
"06","073","002302","06073002302","23.02",Census Tract 23.02,G5020,S,"528824","0","+32.7525425","-117.0963988",1400000US06073002302,"Census Tract 23.02, San Diego County, California","6215","813","0.13",0
"06","073","002401","06073002401","24.01",Census Tract 24.01,G5020,S,"654403","0","+32.7470748","-117.1152037",1400000US06073002401,"Census Tract 24.01, San Diego County, California","4061","1311","0.32",0
"06","073","002402","06073002402","24.02",Census Tract 24.02,G5020,S,"501905","0","+32.7468190","-117.1052234",1400000US06073002402,"Census Tract 24.02, San Diego County, California","4735","672","0.14",1
"06","073","002501","06073002501","25.01",Census Tract 25.01,G5020,S,"1257295","0","+32.7400397","-117.1096437",1400000US06073002501,"Census Tract 25.01, San Diego County, California","5172","1216","0.24",0
"06","073","002705","06073002705","27.05",Census Tract 27.05,G5020,S,"1227312","0","+32.7338692","-117.0835759",1400000US06073002705,"Census Tract 27.05, San Diego County, California","4373","767","0.18",0
"06","073","002707","06073002707","27.07",Census Tract 27.07,G5020,S,"383554","0","+32.7529867","-117.0895143",1400000US06073002707,"Census Tract 27.07, San Diego County, California","4687","591","0.13",0
"06","073","002708","06073002708","27.08",Census Tract 27.08,G5020,S,"639828","0","+32.7531727","-117.0830585",1400000US06073002708,"Census Tract 27.08, San Diego County, California","5570","865","0.16",0
"06","073","003114","06073003114","31.14",Census Tract 31.14,G5020,S,"1135917","0","+32.6998003","-117.0450030",1400000US06073003114,"Census Tract 31.14, San Diego County, California","3133","254","0.08",0
"06","073","003115","06073003115","31.15",Census Tract 31.15,G5020,S,"1532911","0","+32.6955808","-117.0379718",1400000US06073003115,"Census Tract 31.15, San Diego County, California","6554","1151","0.18",0
"06","073","009509","06073009509","95.09",Census Tract 95.09,G5020,S,"5100595","0","+32.8056457","-117.0965022",1400000US06073009509,"Census Tract 95.09, San Diego County, California","5314","3029","0.57",1
"06","073","010012","06073010012","100.12",Census Tract 100.12,G5020,S,"629589","0","+32.5607766","-117.0585027",1400000US06073010012,"Census Tract 100.12, San Diego County, California","4567","578","0.13",0
"06","073","015301","06073015301","153.01",Census Tract 153.01,G5020,S,"653494","0","+32.7840225","-116.9579853",1400000US06073015301,"Census Tract 153.01, San Diego County, California","3411","1962","0.58",0
"06","073","001900","06073001900","19",Census Tract 19,G5020,S,"1837908","0","+32.7697884","-117.1197707",1400000US06073001900,"Census Tract 19, San Diego County, California","3036","2174","0.72",0
"06","073","002001","06073002001","20.01",Census Tract 20.01,G5020,S,"2464898","0","+32.7699088","-117.1043360",1400000US06073002001,"Census Tract 20.01, San Diego County, California","3459","2760","0.8",0
"06","073","011902","06073011902","119.02",Census Tract 119.02,G5020,S,"1704278","0","+32.6883851","-117.0814465",1400000US06073011902,"Census Tract 119.02, San Diego County, California","5797","1386","0.24",0
"06","073","012401","06073012401","124.01",Census Tract 124.01,G5020,S,"1463224","46701","+32.6507920","-117.0929625",1400000US06073012401,"Census Tract 124.01, San Diego County, California","3693","908","0.25",0
"06","073","013903","06073013903","139.03",Census Tract 139.03,G5020,S,"2417130","1349731","+32.7017506","-116.9960530",1400000US06073013903,"Census Tract 139.03, San Diego County, California","3927","1262","0.32",0
"06","073","014400","06073014400","144",Census Tract 144,G5020,S,"1699740","0","+32.7435166","-117.0341644",1400000US06073014400,"Census Tract 144, San Diego County, California","4270","1205","0.28",3
"06","073","015200","06073015200","152",Census Tract 152,G5020,S,"4279669","12381","+32.7692594","-116.9894028",1400000US06073015200,"Census Tract 152, San Diego County, California","3958","2978","0.75",0
"06","073","015405","06073015405","154.05",Census Tract 154.05,G5020,S,"4699585","0","+32.7752264","-116.9179144",1400000US06073015405,"Census Tract 154.05, San Diego County, California","5980","4545","0.76",0
"06","073","017046","06073017046","170.46",Census Tract 170.46,G5020,S,"3282488","493481","+32.9193532","-117.0955323",1400000US06073017046,"Census Tract 170.46, San Diego County, California","3727","2190","0.59",0
